854.79,0.021053
859.58,0.02807
864.38,0.042105
869.85,0.077193
874.98,0.1193
880.45,0.15439
884.9,0.19649
890.02,0.26667
894.47,0.32281
898.91,0.39298
903,0.46316
907.79,0.53333
911.54,0.58947
917.36,0.61754
922.15,0.62456
926.95,0.61053
931.41,0.57544
936.21,0.5614
940.66,0.5193
945.46,0.49123
949.92,0.44912
953.01,0.42105
956.78,0.42807
959.17,0.44912
961.55,0.52632
963.59,0.61754
965.97,0.71579
966.99,0.8
968.34,0.9193
969.35,1.0035
970.35,1.1298
970.6,1.7193
970.64,1.4596
970.66,1.3544
970.68,1.2351
970.9,1.9368
970.92,1.8386
970.96,1.593
971.44,2.7789
971.47,2.6316
971.49,2.5053
971.52,2.3509
971.54,2.2105
971.56,2.0702
972.06,3.1649
972.09,3.0175
972.11,2.8702
972.72,3.3053
974.07,3.4316
974.78,3.2982
974.79,3.2
974.81,3.1088
974.83,2.9895
974.85,2.8982
974.86,2.8211
975.22,2.7298
975.23,2.6456
975.93,2.5754
976.29,2.4561
976.31,2.3228
976.34,2.1895
976.36,2.0491
976.38,1.9298
976.75,1.7965
976.77,1.6491
977.14,1.5088
977.5,1.3895
977.86,1.2912
977.88,1.186
978.24,1.0526
978.61,0.94035
978.97,0.80702
979.34,0.66667
981.41,0.58947
983.48,0.47719
984.87,0.35088
987.97,0.25263
991.4,0.21053
995.52,0.15439
1000.3,0.11228
1005.8,0.084211
1009.9,0.084211
1014.4,0.084211
1018.8,0.05614
1022.9,0.042105
1027.4,0.021053
