8.70E-07,0.037448176
8.72E-07,0.037473599
8.76E-07,0.037515971
8.80E-07,0.032223736
8.84E-07,0.032274582
8.88E-07,0.032325428
8.92E-07,0.037706644
8.95E-07,0.045753044
8.98E-07,0.05113426
9.02E-07,0.061858556
9.05E-07,0.064557639
9.06E-07,0.080595356
9.09E-07,0.085968097
9.11E-07,0.099336393
9.13E-07,0.118043532
9.15E-07,0.144767412
9.18E-07,0.171491291
9.19E-07,0.19019843
9.23E-07,0.22493905
9.25E-07,0.259666958
9.27E-07,0.2863866
9.30E-07,0.305106451
9.34E-07,0.315834985
9.39E-07,0.323902571
9.42E-07,0.339961474
9.46E-07,0.36403288
9.48E-07,0.385409442
9.51E-07,0.406802952
9.55E-07,0.428209173
9.58E-07,0.449594209
9.61E-07,0.468318297
9.64E-07,0.487046622
9.67E-07,0.51110108
9.69E-07,0.540490144
9.69E-07,0.569862259
9.71E-07,0.59656919
9.71E-07,0.631280149
9.71E-07,0.649966103
9.71E-07,0.671321478
9.72E-07,0.69268109
9.72E-07,0.714036466
9.72E-07,0.748747425
9.72E-07,0.78344991
9.72E-07,0.823491239
9.72E-07,0.858193724
9.72E-07,0.895565631
9.73E-07,0.932946012
9.73E-07,0.970317919
9.74E-07,0.991677531
9.74E-07,1.015702328
9.74E-07,1.039727126
9.74E-07,1.06375616
9.74E-07,1.09579346
9.74E-07,1.127826523
9.75E-07,1.167872089
9.75E-07,1.210587077
9.76E-07,1.253306302
9.76E-07,1.218608055
9.77E-07,1.19192231
9.77E-07,1.114513311
9.77E-07,1.138538109
9.77E-07,1.159893484
9.77E-07,1.037104313
9.77E-07,1.063798532
9.77E-07,1.087823329
9.78E-07,0.991728377
9.78E-07,0.954360708
9.78E-07,0.922331882
9.79E-07,0.754166775
9.79E-07,0.812894058
9.79E-07,0.847596542
9.79E-07,0.887637871
9.79E-07,0.703451996
9.79E-07,0.735485059
9.79E-07,0.775526388
9.80E-07,0.68477028
9.80E-07,0.639394344
9.80E-07,0.666088564
9.80E-07,0.615373784
9.81E-07,0.586018618
9.81E-07,0.556659214
9.82E-07,0.479258689
9.82E-07,0.508622331
9.83E-07,0.455242367
9.84E-07,0.431226044
9.84E-07,0.404540299
9.85E-07,0.380528213
9.88E-07,0.332508279
9.90E-07,0.313847748
9.92E-07,0.287174715
9.94E-07,0.25517555
9.97E-07,0.225845806
1.00E-06,0.201850669
1.00E-06,0.175181873
1.00E-06,0.148525788
1.01E-06,0.121878178
1.01E-06,0.09522633
1.01E-06,0.084578303
1.02E-06,0.073926038
1.02E-06,0.057947642
1.02E-06,0.047299614
1.03E-06,0.034007588
1.03E-06,0.028723827
1.03E-06,0.023414644
1.04E-06,0.020779119
1.04E-06,0.023482439
1.04E-06,0.020846914
1.05E-06,0.020901997
1.05E-06,0.020957081
1.06E-06,0.021007927
1.06E-06,0
1.06E-06,0
1.06E-06,0
1.07E-06,0
1.07E-06,0
1.07E-06,0
1.08E-06,0
1.08E-06,0
1.09E-06,0
1.09E-06,0
